sid,name,output_count,individual_count,group_count,intervention_count,timecourse_count,output_pks,licence
PKDB00498,Tamminga2001b,191,191,5,3,0,"[77641, 77642, 77643, 77644, 77645, 77646, 77647, 77648, 77649, 77650, 77651, 77652, 77653, 77654, 77655, 77656, 77657, 77658, 77659, 77660, 77661, 77662, 77663, 77664, 77665, 77666, 77667, 77668, 77669, 77670, 77671, 77672, 77673, 77674, 77675, 77676, 77677, 77678, 77679, 77680, 77681, 77682, 77683, 77684, 77685, 77686, 77687, 77688, 77689, 77690, 77691, 77692, 77693, 77694, 77695, 77696, 77697, 77698, 77699, 77700, 77701, 77702, 77703, 77704, 77705, 77706, 77707, 77708, 77709, 77710, 77711, 77712, 77713, 77714, 77715, 77716, 77717, 77718, 77719, 77720, 77721, 77722, 77723, 77724, 77725, 77726, 77727, 77728, 77729, 77730, 77731, 77732, 77733, 77734, 77735, 77736, 77737, 77738, 77739, 77740, 77741, 77742, 77743, 77744, 77745, 77746, 77747, 77748, 77749, 77750, 77751, 77752, 77753, 77754, 77755, 77756, 77757, 77758, 77759, 77760, 77761, 77762, 77763, 77764, 77765, 77766, 77767, 77768, 77769, 77770, 77771, 77772, 77773, 77774, 77775, 77776, 77777, 77778, 77779, 77780, 77781, 77782, 77783, 77784, 77785, 77786, 77787, 77788, 77789, 77790, 77791, 77792, 77793, 77794, 77795, 77796, 77797, 77798, 77799, 77800, 77801, 77802, 77803, 77804, 77805, 77806, 77807, 77808, 77809, 77810, 77811, 77812, 77813, 77814, 77815, 77816, 77817, 77818, 77819, 77820, 77821, 77822, 77823, 77824, 77825, 77826, 77827, 77828, 77829, 77830, 77831]",closed
PKDB00195,Clements1984,98,0,1,5,4,"[122092, 122093, 122094, 122095, 122108, 122109, 122110, 122111, 122098, 122099, 122100, 122101, 122102, 122103, 122104, 122105, 122097, 121996, 121997, 121998, 121999, 122000, 122001, 122002, 122003, 122004, 122005, 122006, 122007, 122008, 122009, 122010, 122011, 122024, 122025, 122026, 122027, 122028, 122029, 122030, 122031, 122032, 122033, 122034, 122035, 122042, 122043, 122044, 122045, 122046, 122047, 122134, 122135, 122136, 122137, 122138, 122139, 122146, 122147, 122148, 122149, 122150, 122151, 122106, 122107, 122158, 122159, 122160, 122161, 122162, 122163, 122088, 122089, 122090, 122091, 122096, 122170, 122171, 122172, 122173, 122174, 122175, 122112, 122113, 122114, 122115, 122116, 122117, 122118, 122119, 122120, 122121, 122122, 122123, 122124, 122125, 122126, 122127]",open
PKDB00028,Iqbal1995,54,0,1,2,2,"[125753, 125754, 125755, 125756, 125757, 125758, 125759, 125760, 125761, 125762, 125763, 125764, 125765, 125766, 125767, 125768, 125769, 125770, 125771, 125772, 125789, 125790, 125791, 125792, 125793, 125794, 125795, 125796, 125814, 125815, 125816, 125817, 125818, 125819, 125820, 125821, 125822, 125797, 125798, 125799, 125800, 125801, 125802, 125803, 125804, 125832, 125833, 125834, 125835, 125836, 125837, 125838, 125839, 125840]",closed
PKDB00151,Prescott1981,126,0,3,3,6,"[135270, 135271, 135272, 135273, 135274, 135275, 135276, 135277, 135288, 135289, 135290, 135291, 135292, 135293, 135294, 135295, 135296, 135297, 135304, 135305, 135306, 135307, 135308, 135309, 135316, 135317, 135318, 135319, 135320, 135321, 135385, 135386, 135387, 135388, 135389, 135390, 135403, 135404, 135405, 135406, 135407, 135408, 135409, 135410, 135411, 135439, 135440, 135441, 135442, 135443, 135444, 135445, 135446, 135447, 135421, 135422, 135423, 135424, 135425, 135426, 135427, 135428, 135391, 135392, 135393, 135412, 135413, 135414, 135415, 135416, 135417, 135376, 135377, 135378, 135379, 135380, 135381, 135382, 135383, 135384, 135457, 135458, 135459, 135460, 135461, 135462, 135463, 135464, 135465, 135394, 135395, 135396, 135397, 135398, 135399, 135400, 135401, 135402, 135472, 135473, 135474, 135475, 135476, 135477, 135429, 135484, 135485, 135486, 135487, 135488, 135489, 135496, 135497, 135498, 135499, 135500, 135501, 135418, 135419, 135420, 135508, 135509, 135510, 135511, 135512, 135513]",open
PKDB00224,Prescott1993,84,0,3,2,3,"[136056, 136057, 136058, 136059, 136060, 136061, 136062, 136063, 136064, 136065, 136066, 136067, 136068, 136069, 136070, 136071, 136072, 136073, 136113, 136114, 136115, 136116, 136117, 136118, 136119, 136120, 136121, 136122, 136123, 136124, 136139, 136140, 136141, 136142, 136143, 136126, 136127, 136128, 136129, 136130, 136131, 136132, 136133, 136134, 136135, 136136, 136137, 136138, 136161, 136162, 136163, 136164, 136165, 136166, 136167, 136168, 136169, 136125, 136179, 136180, 136181, 136182, 136183, 136184, 136185, 136186, 136187, 136144, 136145, 136146, 136147, 136148, 136149, 136150, 136151, 136197, 136198, 136199, 136200, 136201, 136202, 136203, 136204, 136205]",closed
PKDB00043,Jeppesen1996,158,0,1,2,8,"[291798, 291799, 291800, 291801, 291802, 291803, 291813, 291814, 291815, 291816, 291817, 291818, 291819, 291820, 291824, 291825, 291826, 291827, 291828, 291829, 291830, 291831, 291832, 291833, 291839, 291840, 291841, 291842, 291843, 291844, 291845, 291846, 291847, 291848, 291849, 291850, 291851, 291852, 291853, 291854, 291855, 291856, 291857, 291858, 291859, 291860, 291861, 291862, 291863, 291787, 291788, 291789, 291790, 291791, 291792, 291793, 291794, 291795, 291796, 291797, 291900, 291901, 291902, 291903, 291904, 291905, 291906, 291907, 291908, 291804, 291805, 291806, 291807, 291808, 291809, 291810, 291811, 291865, 291876, 291877, 291878, 291879, 291880, 291881, 291882, 291883, 291884, 291885, 291812, 291918, 291919, 291920, 291921, 291922, 291923, 291924, 291925, 291926, 291821, 291822, 291823, 291933, 291934, 291935, 291936, 291937, 291938, 291834, 291835, 291836, 291837, 291838, 291945, 291946, 291947, 291948, 291949, 291950, 291957, 291958, 291959, 291960, 291961, 291962, 291864, 291969, 291970, 291971, 291972, 291973, 291974, 291866, 291867, 291868, 291869, 291870, 291871, 291872, 291873, 291874, 291875, 291981, 291982, 291983, 291984, 291985, 291986, 291886, 291887, 291888, 291889, 291890, 291993, 291994, 291995, 291996, 291997, 291998]",closed
PKDB00385,Joeres1987,135,35,3,3,3,"[292034, 292035, 292036, 292037, 292038, 292039, 292024, 292025, 292026, 292113, 292114, 292115, 292116, 292117, 292118, 292119, 292120, 292121, 292122, 292123, 292124, 292125, 292126, 292127, 292128, 292129, 292130, 292131, 292132, 292133, 292134, 292135, 292136, 292137, 292138, 292139, 292140, 292141, 292142, 292143, 292144, 292145, 292146, 292147, 292148, 292149, 292150, 292151, 292152, 292153, 292154, 292155, 292156, 292157, 292158, 292159, 292160, 292161, 292162, 292163, 292164, 292165, 292166, 292167, 292168, 292169, 292170, 292171, 292172, 292173, 292174, 292175, 292176, 292177, 292178, 292179, 292180, 292181, 292182, 292183, 292184, 292200, 292201, 292202, 292203, 292204, 292205, 292206, 292207, 292208, 292209, 292210, 292211, 292212, 292213, 292214, 292027, 292028, 292029, 292030, 292031, 292032, 292033, 292224, 292225, 292226, 292227, 292228, 292229, 292230, 292231, 292232, 292040, 292242, 292243, 292244, 292245, 292246, 292247, 292248, 292249, 292250, 292020, 292021, 292022, 292023, 292260, 292261, 292262, 292263, 292264, 292265, 292266, 292267, 292268]",closed
PKDB00044,Joeres1988,107,71,6,3,0,"[292340, 292341, 292342, 292343, 292344, 292345, 292346, 292347, 292348, 292349, 292350, 292351, 292352, 292353, 292354, 292355, 292356, 292357, 292358, 292359, 292360, 292361, 292362, 292363, 292364, 292365, 292366, 292367, 292368, 292369, 292370, 292371, 292372, 292373, 292374, 292375, 292376, 292377, 292378, 292379, 292380, 292381, 292382, 292383, 292384, 292385, 292386, 292387, 292388, 292389, 292390, 292391, 292392, 292393, 292394, 292395, 292396, 292397, 292398, 292399, 292400, 292401, 292402, 292403, 292404, 292405, 292406, 292407, 292408, 292409, 292410, 292441, 292442, 292443, 292444, 292445, 292446, 292447, 292448, 292449, 292450, 292451, 292452, 292453, 292454, 292455, 292456, 292457, 292458, 292459, 292460, 292461, 292462, 292463, 292464, 292465, 292466, 292467, 292468, 292469, 292470, 292477, 292478, 292479, 292480, 292481, 292482]",closed
PKDB00463,Jost1987,872,281,4,4,76,"[293919, 293920, 292707, 292708, 292709, 292710, 292711, 292712, 292713, 292714, 292715, 292716, 292717, 292718, 292719, 292720, 292721, 292722, 292723, 292724, 292725, 292726, 292727, 292728, 292729, 292730, 292731, 292732, 292733, 292734, 292735, 292736, 292737, 292738, 292739, 292740, 292741, 292742, 292743, 292744, 292745, 292746, 292747, 292748, 292749, 292750, 292751, 292752, 292753, 292754, 292755, 292756, 292757, 292758, 292759, 292760, 292761, 292762, 292763, 292764, 292765, 292766, 292767, 292768, 292769, 292770, 292771, 292772, 292773, 292774, 292775, 292776, 292777, 292778, 292779, 292780, 292781, 292782, 292783, 292784, 292785, 292786, 292787, 292788, 292789, 292790, 292791, 292792, 292793, 292794, 292795, 292796, 292797, 292798, 292799, 292800, 292801, 292802, 292803, 292804, 292805, 292806, 292807, 292808, 292809, 292810, 292811, 292812, 292813, 292814, 292815, 292816, 292817, 292818, 292819, 292820, 292821, 292822, 292823, 292824, 292825, 292826, 292827, 292828, 292829, 292830, 292831, 292832, 292833, 292834, 292835, 292836, 292837, 292838, 292839, 292840, 292841, 292842, 292843, 292844, 292845, 292846, 292847, 292848, 292849, 292850, 292851, 292852, 292853, 292854, 292855, 292856, 292857, 292858, 292859, 292860, 292861, 292862, 292863, 292864, 292865, 292866, 292867, 292868, 292869, 292870, 292871, 292872, 292873, 292874, 292875, 292876, 292877, 292878, 292879, 292880, 292881, 292882, 292883, 292884, 292885, 292886, 292887, 292888, 292889, 292890, 292891, 292892, 292893, 292894, 292895, 292896, 292897, 292898, 292899, 292900, 292901, 292902, 292903, 292904, 292905, 292906, 292907, 292908, 292909, 292910, 292911, 292912, 292913, 292914, 292915, 292916, 292917, 292918, 292919, 292920, 292921, 292922, 292923, 292924, 292925, 292926, 292927, 292928, 292929, 292930, 293301, 293302, 293303, 293305, 293306, 293307, 293308, 293309, 293310, 293311, 293319, 293320, 293321, 293322, 293323, 293324, 293325, 293326, 293327, 293328, 293329, 293330, 293331, 293332, 293333, 293334, 293335, 293336, 293337, 293338, 293339, 293340, 293341, 293312, 293313, 293314, 293315, 293316, 293343, 293344, 293361, 293362, 293363, 293364, 293365, 293367, 293368, 293369, 293345, 293346, 293347, 293348, 293349, 293350, 293351, 293353, 293354, 293355, 293356, 293357, 293358, 293359, 293360, 293415, 293416, 293417, 293418, 293419, 293420, 293421, 293422, 293423, 293424, 293425, 293426, 293427, 293399, 293401, 293402, 293403, 293404, 293405, 293406, 293407, 293408, 293409, 293410, 293411, 293412, 293413, 293414, 293370, 293371, 293372, 293373, 293374, 293375, 293377, 293378, 293379, 293380, 293381, 293382, 293383, 293384, 293385, 293386, 293387, 293389, 293390, 293391, 293392, 293393, 293394, 293395, 293396, 293429, 293431, 293432, 293433, 293434, 293840, 293841, 293437, 293438, 293439, 293440, 293441, 293442, 293443, 293444, 293445, 293446, 293447, 293448, 293449, 293450, 293662, 293663, 293664, 293665, 293637, 293638, 293639, 293640, 293641, 293642, 293643, 293644, 293645, 293646, 293647, 293648, 293649, 293650, 293651, 293652, 293653, 293654, 293655, 293842, 293435, 293436, 293846, 293847, 293848, 293852, 293853, 293854, 293858, 293859, 293860, 293864, 293865, 293866, 293870, 293871, 293872, 293876, 293877, 293878, 293666, 293667, 293668, 293669, 293670, 293671, 293672, 293673, 293674, 293675, 293676, 293677, 293678, 293679, 293680, 293681, 293682, 293683, 293684, 293685, 293686, 293687, 293688, 293689, 293717, 293718, 293719, 293720, 293721, 293882, 293883, 293884, 293888, 293889, 293890, 293894, 293895, 293896, 293900, 293901, 293902, 293906, 293907, 293908, 293912, 293913, 293914, 293039, 293040, 293041, 293042, 293043, 293044, 293045, 293046, 293047, 293048, 293722, 293723, 293724, 293725, 293726, 293727, 293728, 293729, 293730, 293731, 293732, 293733, 293734, 293735, 293736, 293737, 293738, 293739, 293740, 293741, 293049, 293050, 293051, 293052, 293053, 293054, 293055, 293056, 293057, 293058, 293059, 293060, 293061, 293062, 293063, 293064, 293065, 293066, 293067, 293068, 293069, 293070, 293071, 293072, 293073, 293074, 293075, 293076, 293077, 293078, 293079, 293080, 293081, 293082, 293083, 293084, 293085, 293086, 293087, 293088, 293089, 293090, 293091, 293092, 293093, 293094, 293095, 293096, 293097, 293098, 293099, 293100, 293101, 293102, 293103, 293104, 293105, 293106, 293107, 293108, 293109, 293110, 293111, 293112, 293113, 293114, 293115, 293116, 293117, 293118, 293119, 293120, 293121, 293122, 293123, 293124, 293125, 293126, 293127, 293128, 293129, 293130, 293131, 293132, 293133, 293134, 293135, 293136, 293137, 293138, 293139, 293140, 293141, 293142, 293143, 293144, 293145, 293146, 293611, 293612, 293613, 293614, 293615, 293616, 293617, 293618, 293619, 293620, 293621, 293622, 293623, 293624, 293625, 293626, 293627, 293628, 293629, 293630, 293631, 293632, 293633, 293634, 293635, 293636, 293691, 293692, 293693, 293694, 293695, 293696, 293697, 293698, 293699, 293700, 293701, 293702, 293703, 293704, 293705, 293706, 293707, 293708, 293709, 293710, 293711, 293712, 293713, 293714, 293715, 293716, 293690, 293742, 293743, 293744, 293745, 293746, 293747, 293748, 293749, 293750, 293751, 293752, 293753, 293754, 293755, 293756, 293757, 293758, 293759, 293760, 293761, 293762, 293763, 293764, 293765, 293766, 293767, 293768, 293769, 293770, 293656, 293657, 293918, 293658, 293659, 293660, 293661, 293397, 293398, 293774, 293775, 293776, 293780, 293781, 293782, 293786, 293787, 293788, 293792, 293793, 293794, 293798, 293799, 293800, 293804, 293805, 293806, 293810, 293811, 293812, 293428, 293816, 293817, 293818, 293430, 293822, 293823, 293824, 293828, 293829, 293830, 293834, 293835, 293836, 293400, 293924, 293925, 293926, 293930, 293931, 293932, 293299, 293300, 293936, 293937, 293938, 293317, 293318, 293942, 293943, 293944, 293948, 293949, 293950, 293954, 293955, 293956, 293960, 293961, 293962, 293966, 293967, 293968, 293972, 293973, 293974, 293978, 293979, 293980, 293984, 293985, 293986, 293990, 293991, 293992, 293996, 293997, 293998, 294002, 294003, 294004, 294008, 294009, 294010, 294014, 294015, 294016, 293342, 294020, 294021, 294022, 293304, 294026, 294027, 294028, 294032, 294033, 294034, 294038, 294039, 294040, 294044, 294045, 294046, 294050, 294051, 294052, 294056, 294057, 294058, 294062, 294063, 294064, 294068, 294069, 294070, 294074, 294075, 294076, 294080, 294081, 294082, 293366, 294086, 294087, 294088, 294092, 294093, 294094, 294098, 294099, 294100, 294104, 294105, 294106, 294110, 294111, 294112, 293376, 294116, 294117, 294118, 294122, 294123, 294124, 294128, 294129, 294130, 294134, 294135, 294136, 294140, 294141, 294142, 294146, 294147, 294148, 294152, 294153, 294154, 293388, 294158, 294159, 294160, 294164, 294165, 294166, 294170, 294171, 294172, 294176, 294177, 294178, 294182, 294183, 294184, 294188, 294189, 294190, 294194, 294195, 294196, 293352, 294200, 294201, 294202, 294206, 294207, 294208, 294212, 294213, 294214, 294218, 294219, 294220, 294224, 294225, 294226]",closed
PKDB00137,Kakuda2014,186,0,1,7,15,"[294448, 294449, 294450, 294451, 294452, 294453, 294454, 294508, 294579, 294580, 294332, 294446, 294447, 294360, 294361, 294362, 294363, 294364, 294365, 294343, 294344, 294345, 294374, 294375, 294376, 294377, 294378, 294379, 294380, 294353, 294354, 294355, 294356, 294357, 294358, 294359, 294388, 294389, 294390, 294391, 294392, 294393, 294346, 294347, 294348, 294349, 294350, 294351, 294381, 294382, 294383, 294384, 294385, 294386, 294387, 294333, 294334, 294335, 294336, 294337, 294338, 294430, 294431, 294432, 294433, 294434, 294435, 294395, 294396, 294397, 294398, 294399, 294400, 294401, 294409, 294410, 294411, 294412, 294413, 294414, 294423, 294424, 294425, 294426, 294427, 294428, 294429, 294394, 294416, 294417, 294418, 294419, 294420, 294421, 294402, 294403, 294404, 294405, 294406, 294407, 294408, 294458, 294459, 294460, 294367, 294368, 294369, 294370, 294371, 294372, 294373, 294464, 294465, 294466, 294366, 294470, 294471, 294472, 294436, 294482, 294483, 294484, 294485, 294486, 294487, 294488, 294489, 294490, 294500, 294501, 294502, 294503, 294504, 294505, 294506, 294507, 294339, 294340, 294341, 294342, 294518, 294519, 294520, 294521, 294522, 294523, 294524, 294525, 294526, 294415, 294536, 294537, 294538, 294539, 294540, 294541, 294542, 294543, 294544, 294554, 294555, 294556, 294557, 294558, 294559, 294560, 294561, 294562, 294566, 294567, 294568, 294572, 294573, 294574, 294578, 294352, 294584, 294585, 294586, 294422, 294590, 294591, 294592, 294596, 294597, 294598]",closed
PKDB00046,Koch1999,6,6,1,1,0,"[295409, 295410, 295411, 295412, 295413, 295414]",closed
PKDB00469,Kukongviriyapan2004,81,30,13,1,0,"[295436, 295437, 295438, 295439, 295440, 295441, 295442, 295443, 295444, 295445, 295446, 295447, 295448, 295449, 295450, 295451, 295452, 295453, 295454, 295455, 295456, 295517, 295518, 295519, 295520, 295521, 295522, 295523, 295524, 295525, 295526, 295527, 295528, 295529, 295530, 295531, 295532, 295533, 295534, 295535, 295536, 295537, 295538, 295539, 295540, 295541, 295542, 295543, 295544, 295545, 295546, 295547, 295548, 295549, 295550, 295551, 295552, 295553, 295554, 295555, 295556, 295557, 295558, 295559, 295560, 295561, 295562, 295563, 295564, 295565, 295566, 295567, 295568, 295569, 295570, 295571, 295572, 295573, 295574, 295575, 295576]",closed
PKDB00470,Laizure2017,156,0,3,2,8,"[295589, 295590, 295591, 295592, 295593, 295594, 295595, 295596, 295597, 295598, 295599, 295600, 295605, 295606, 295607, 295608, 295707, 295708, 295709, 295710, 295711, 295712, 295713, 295714, 295715, 295716, 295717, 295718, 295719, 295747, 295748, 295749, 295750, 295751, 295735, 295736, 295737, 295738, 295739, 295740, 295741, 295742, 295770, 295771, 295772, 295773, 295774, 295775, 295776, 295760, 295761, 295762, 295763, 295764, 295765, 295766, 295767, 295768, 295769, 295792, 295793, 295794, 295795, 295796, 295797, 295798, 295799, 295800, 295801, 295802, 295781, 295782, 295783, 295784, 295785, 295786, 295787, 295788, 295789, 295790, 295791, 295721, 295722, 295723, 295724, 295725, 295726, 295727, 295728, 295729, 295730, 295731, 295732, 295733, 295734, 295814, 295815, 295816, 295817, 295818, 295819, 295820, 295821, 295822, 295720, 295832, 295833, 295834, 295835, 295836, 295837, 295838, 295839, 295840, 295752, 295753, 295754, 295755, 295756, 295757, 295758, 295759, 295844, 295845, 295846, 295743, 295744, 295745, 295746, 295850, 295851, 295852, 295777, 295778, 295779, 295780, 295859, 295860, 295861, 295862, 295863, 295864, 295871, 295872, 295873, 295874, 295875, 295876, 295803, 295804, 295880, 295881, 295882, 295886, 295887, 295888]",closed
PKDB00471,Lammers2018,606,221,3,5,16,"[297040, 297062, 295989, 295990, 295991, 295992, 295965, 295966, 295967, 295968, 295985, 295986, 295987, 295988, 295980, 295981, 295982, 295983, 295984, 295970, 295971, 295972, 295973, 295974, 295993, 296001, 296002, 296031, 296032, 296023, 296024, 296025, 296026, 296015, 296016, 296017, 296018, 295997, 295998, 295999, 296000, 296003, 296004, 296005, 296006, 296007, 296027, 296028, 296029, 296030, 295994, 295995, 295996, 296019, 296020, 296021, 296022, 296033, 296034, 296035, 296051, 296052, 296053, 296054, 296055, 296056, 296057, 296058, 296059, 296060, 296036, 296957, 296958, 296528, 296529, 296530, 296531, 296532, 296533, 296534, 296535, 296536, 296537, 296538, 296539, 296540, 296541, 296564, 296565, 296566, 296567, 296590, 296591, 296592, 296593, 296594, 296595, 296596, 296597, 296598, 296599, 296600, 296601, 296602, 296603, 296604, 296605, 296606, 296607, 296608, 296609, 296632, 296633, 296634, 296635, 296636, 296637, 296638, 296639, 296641, 296642, 296643, 296644, 296645, 296646, 296647, 296648, 296649, 296674, 296675, 296676, 296677, 296678, 296679, 296680, 296681, 296682, 296683, 296684, 296685, 296708, 296709, 296710, 296711, 296712, 296713, 296714, 296715, 296716, 296717, 296718, 296719, 296720, 296721, 296722, 296723, 296959, 296960, 296961, 296962, 296966, 296967, 296968, 296009, 296010, 296011, 296012, 297044, 297045, 297046, 296008, 297056, 297057, 297058, 297059, 297060, 297061, 296749, 296750, 296751, 296752, 296753, 296754, 296755, 296756, 296757, 296758, 296759, 296760, 296761, 296762, 296763, 296785, 296786, 296787, 296788, 296789, 296790, 296811, 296812, 296813, 296814, 296815, 296816, 296817, 296818, 296819, 296820, 296821, 296822, 296823, 296824, 296825, 296826, 296827, 296828, 296844, 296845, 296846, 296847, 296848, 296853, 296854, 296855, 296856, 296862, 296863, 296864, 296865, 296866, 296867, 296868, 296869, 296895, 296896, 296897, 296898, 296899, 296900, 296901, 296902, 296903, 296904, 296905, 296906, 296503, 296504, 296505, 296506, 296507, 296508, 296509, 296510, 296511, 296512, 296513, 296514, 296515, 296516, 296517, 296518, 296519, 296520, 296521, 296929, 296930, 296931, 296932, 296933, 296934, 296935, 296936, 296937, 296938, 296939, 296940, 296941, 296942, 296943, 296944, 296522, 296523, 296524, 296525, 296526, 296527, 296724, 296725, 296726, 296727, 296728, 296729, 296730, 296731, 296732, 296733, 296734, 296735, 296736, 296737, 296738, 296739, 296740, 296741, 296742, 296743, 296744, 296745, 296746, 296747, 296748, 296542, 296543, 296544, 296545, 296546, 296547, 296548, 296549, 296550, 296551, 296552, 296553, 296554, 296555, 296556, 296557, 296558, 296559, 296560, 296561, 296562, 296563, 296764, 296765, 296766, 297036, 296767, 296768, 296769, 296770, 296771, 296772, 296773, 296774, 296775, 296776, 296777, 296778, 296779, 296780, 296781, 296782, 296783, 296784, 296568, 296569, 296570, 296571, 296572, 296573, 296574, 296575, 296576, 296577, 296578, 296579, 296580, 296581, 296582, 296583, 296584, 296585, 296586, 296587, 296588, 296589, 296791, 296792, 296793, 296794, 296795, 296796, 296797, 296798, 296799, 296800, 296801, 296802, 296803, 296804, 297037, 296805, 296806, 296807, 296808, 296809, 296810, 296610, 296611, 296612, 296613, 296614, 296615, 296616, 296617, 296618, 296619, 296620, 296621, 296622, 296829, 296830, 296831, 296832, 296833, 296834, 296835, 296836, 296837, 296838, 296839, 296840, 296841, 296842, 296843, 296623, 296624, 296625, 296626, 296627, 296628, 296629, 296630, 296631, 296849, 296850, 296851, 296852, 296640, 296857, 296858, 296859, 296860, 296861, 296650, 297038, 296651, 296652, 296653, 296654, 296655, 296656, 296657, 296658, 296659, 296660, 296661, 296662, 296663, 296664, 296665, 296666, 296667, 296668, 296669, 296670, 296671, 296672, 296673, 296870, 296871, 296872, 296873, 296874, 296875, 296876, 296877, 296878, 296879, 296880, 296881, 296882, 296883, 296884, 296885, 296886, 296887, 296888, 296889, 296890, 296891, 296892, 296893, 296894, 296686, 296687, 296688, 296689, 296690, 297039, 296691, 296692, 296693, 296694, 296695, 296696, 296697, 296698, 296699, 296700, 296701, 296702, 296703, 296704, 296705, 296706, 296707, 296907, 296908, 296909, 296910, 296911, 296912, 296913, 296914, 296915, 296916, 296917, 296918, 296919, 296920, 296921, 296922, 296923, 296924, 296925, 296926, 296927, 296928, 295975, 295976, 295977, 295978, 295979, 296954, 296955, 296956, 296013, 296014, 296978, 296979, 296980, 296981, 296982, 296983, 296984, 296985, 296986, 296996, 296997, 296998, 296999, 297000, 297001, 297002, 297003, 297004, 295969, 296037, 296038, 296039, 296040, 297014, 297015, 297016, 297017, 297018, 297019, 297020, 297021, 297022, 297032, 297033, 297034, 297035, 297063, 297064, 297074, 297075, 297076, 297077, 297078, 297079, 297080, 297081, 297082, 297092, 297093, 297094, 297095, 297096, 297097, 297098, 297099, 297100]",closed
PKDB00047,Lelo1986a,163,1,1,4,8,"[297636, 297637, 297701, 297702, 297703, 297704, 297705, 297706, 297707, 297708, 297709, 297713, 297714, 297715, 297725, 297726, 297727, 297728, 297729, 297730, 297731, 297732, 297733, 297432, 297433, 297434, 297435, 297436, 297437, 297438, 297439, 297440, 297441, 297442, 297443, 297444, 297445, 297446, 297447, 297448, 297449, 297450, 297451, 297452, 297453, 297454, 297455, 297584, 297585, 297586, 297587, 297550, 297551, 297552, 297553, 297554, 297555, 297556, 297561, 297562, 297563, 297564, 297565, 297566, 297567, 297568, 297569, 297570, 297571, 297572, 297573, 297574, 297575, 297576, 297577, 297578, 297579, 297580, 297581, 297582, 297583, 297538, 297539, 297540, 297541, 297542, 297543, 297544, 297545, 297546, 297547, 297548, 297549, 297629, 297630, 297631, 297632, 297633, 297634, 297635, 297596, 297597, 297598, 297599, 297600, 297601, 297602, 297607, 297608, 297609, 297610, 297611, 297612, 297613, 297614, 297615, 297616, 297617, 297618, 297619, 297588, 297589, 297590, 297591, 297592, 297593, 297594, 297595, 297647, 297648, 297649, 297650, 297651, 297652, 297653, 297654, 297655, 297603, 297604, 297605, 297606, 297662, 297663, 297664, 297665, 297666, 297667, 297557, 297558, 297559, 297560, 297677, 297678, 297679, 297680, 297681, 297682, 297683, 297684, 297685, 297689, 297690, 297691]",open
PKDB00049,Magnusson2008,243,7,1,3,21,"[298109, 298110, 298111, 298112, 298113, 298114, 298115, 298116, 298117, 297916, 297917, 297918, 297919, 297920, 297921, 297922, 298127, 298128, 298129, 298130, 298131, 298132, 298133, 298134, 298135, 298145, 298146, 298147, 298148, 298149, 298150, 298151, 298152, 298153, 297936, 298160, 298161, 298162, 298163, 298164, 298165, 298169, 298170, 298171, 297950, 297888, 297889, 297890, 297891, 297892, 297893, 297894, 297895, 297896, 297897, 297898, 297899, 297900, 297902, 297903, 297904, 297905, 297906, 297907, 297908, 297909, 297910, 297911, 297912, 297913, 297914, 297915, 297923, 297924, 297925, 297926, 297927, 297928, 297929, 297930, 297931, 297932, 297933, 297934, 297935, 297937, 297938, 297939, 297940, 297941, 297942, 297943, 297944, 297945, 297946, 297947, 297948, 297949, 297951, 297952, 297953, 297954, 297955, 297956, 297957, 297958, 297959, 297960, 297961, 297962, 297963, 297965, 297966, 297967, 297968, 297969, 297970, 297971, 297972, 297973, 297881, 297882, 297883, 297884, 297979, 297980, 297981, 297982, 297983, 297986, 297987, 297988, 297989, 297990, 297991, 297992, 297993, 297994, 297995, 297996, 297997, 297998, 297999, 298000, 298001, 298002, 298003, 298004, 298005, 298006, 298007, 298008, 298009, 298010, 298011, 298012, 298014, 298015, 298016, 298017, 298018, 298019, 298020, 298021, 298022, 298023, 298024, 298025, 298026, 298027, 297885, 297886, 297887, 298037, 298038, 298039, 298040, 298041, 298042, 298043, 298044, 298045, 298055, 298056, 298057, 298058, 298059, 298060, 298061, 298062, 298063, 297901, 298073, 298074, 298075, 298076, 298077, 298078, 298079, 298080, 298081, 298091, 298092, 298093, 298094, 298095, 298096, 298097, 298098, 298099, 298175, 298176, 298177, 298184, 298185, 298186, 298187, 298188, 298189, 297964, 298193, 298194, 298195, 298202, 298203, 298204, 298205, 298206, 298207, 297974, 297975, 297976, 297977, 297978, 298214, 298215, 298216, 298217, 298218, 298219, 297984, 297985, 298013]",closed
